"Media","Mediana","Deviazione_Standard","Minimo","Massimo","Q1","Q3","Asimmetria","Curtosi","Varianza","Coefficiente_di_Variazione"
3.86317204301075,3.135,2.57850946384782,0.56,12.21,2.1775,5.1225,1.11103899073305,0.524880703767515,6.64871105515275,0.667459133359813
