"Media","Mediana","Deviazione_Standard","Minimo","Massimo","Q1","Q3","Asimmetria","Curtosi","Varianza","Coefficiente_di_Variazione"
13.5115456989247,7.81,12.5975562544238,0.3,51.54,4.6025,20.6475,1.14113897161646,0.114329822356119,158.698423583373,0.932354930748328
