"Media","Mediana","Deviazione_Standard","Minimo","Massimo","Q1","Q3","Asimmetria","Curtosi","Varianza","Coefficiente_di_Variazione"
34175.150389785,35786.74,19347.3119555729,1931.09,114973.9,18908.7925,43885.6575,1.14146420695538,3.16775207143346,374318479.906255,0.566122218480592
