"Media","Mediana","Deviazione_Standard","Minimo","Massimo","Q1","Q3","Asimmetria","Curtosi","Varianza","Coefficiente_di_Variazione"
2.12016705069124,2.235,0.942604900663406,-1.53,5.36,1.38,2.6725,0.118623337852497,0.669006643668373,0.88850399875467,0.444589920570686
