"Media","Mediana","Deviazione_Standard","Minimo","Massimo","Q1","Q3","Asimmetria","Curtosi","Varianza","Coefficiente_di_Variazione"
15.9593548387097,13.553,10.0271711221939,0.18,51.05,9.5145,21.8025,0.940038502032956,0.623147360339712,100.544160713759,0.628294265246412
