"Media","Mediana","Deviazione_Standard","Minimo","Massimo","Q1","Q3","Asimmetria","Curtosi","Varianza","Coefficiente_di_Variazione"
720.076088709677,293.215,1426.02662758637,9.59,9020.35,74.2275,560.4,3.62779039038371,13.1642614149545,2033551.94258535,1.98038325386099
