"Media","Mediana","Deviazione_Standard","Minimo","Massimo","Q1","Q3","Asimmetria","Curtosi","Varianza","Coefficiente_di_Variazione"
25.3974289302839,20.0991300829,22.1991418899406,1.4641127257,101.3648648649,5.449130265175,39.5016591911,1.09101744781353,0.621605078800905,492.801900649714,0.874070440392898
