"Media","Mediana","Deviazione_Standard","Minimo","Massimo","Q1","Q3","Asimmetria","Curtosi","Varianza","Coefficiente_di_Variazione"
74.2038844086021,96.441,36.4343721071177,0,100,56.1745,99.525,-1.15961875402024,-0.323618972589755,1327.46347083992,0.491003569388532
