"Media","Mediana","Deviazione_Standard","Minimo","Massimo","Q1","Q3","Asimmetria","Curtosi","Varianza","Coefficiente_di_Variazione"
367.750873655914,308.955,228.42338975697,56.84,1105.27,212.95,477.8625,1.0033131276485,0.348730711437852,52177.2449880647,0.621136225962292
