"Media","Mediana","Deviazione_Standard","Minimo","Massimo","Q1","Q3","Asimmetria","Curtosi","Varianza","Coefficiente_di_Variazione"
7.53508064516129,2.27,10.7708946553133,0,45.55,0.677,10.0825,1.93231195452942,3.16407326390586,116.012171675856,1.42943322872462
