"Media","Mediana","Deviazione_Standard","Minimo","Massimo","Q1","Q3","Asimmetria","Curtosi","Varianza","Coefficiente_di_Variazione"
699.586384408602,302.71,1451.60001558209,7.12,9777.12,56.37,502.4325,3.82135793316324,15.51168150466,2107142.60523792,2.07494034751577
