"Variable","Mean_Group1","Mean_Group2","P_Value","Lower_CI","Upper_CI"
"Renewable energy supply, % total energy supply",12.4650537634409,15.2556989247312,0.00338148655854795,-4.65392624194868,-0.92736408063197
