"Media","Mediana","Deviazione_Standard","Minimo","Massimo","Q1","Q3","Asimmetria","Curtosi","Varianza","Coefficiente_di_Variazione"
89.4317773849738,96,18.1396619704096,23.5418444315928,100,91.9999999999766,99,-2.38368030097935,4.63132030850216,329.047336400723,0.202832399185408
