"Media","Mediana","Deviazione_Standard","Minimo","Massimo","Q1","Q3","Asimmetria","Curtosi","Varianza","Coefficiente_di_Variazione"
25.3981989247312,16.295,25.3115625270211,0.29,99.72,8.875,32.8225,1.46570482288695,1.25164829045433,640.675197559298,0.996588876322812
